,StockCode,Brand,Unit Price,Category
2824,20670,Eye Buy Express,23.99,Health
2825,23660,S&S,15.99,Toys
2826,90054,Eye Buy Express,28.99,Health
2827,21368,Maxtor,189.0,Electronics
2828,23026,Dr. Comfort,139.0,Clothing
2829,90210A,Eye Buy Express,21.99,Health
2830,90081C,Mightyskins,9.99,Electronics
2831,22706,Elegant Comfort,15.99,Home
2832,90025D,Electriduct,46.4,Auto
2833,22127,Mightyskins,12.99,Electronics
2834,22769,Duda Energy,10.15,Home
2835,22119,Buckle-Down,24.99,Pets
2836,20837,Rubie's,42.54,Party
2837,85169C,Style and Apply,39.95,Home
2838,20756,CHOSEN SUPPLIES,32.5,Household
2839,84821,StylesILove,19.79,Clothing
2841,21459,Duda Energy,12.45,Home
2842,35915C,MusicBoxAttic,240.99,Jewelry
2843,46138B,Duda Energy,11.15,Home
2844,10124G,Mightyskins,9.99,Electronics
2845,21196,Gerber,1.36,Baby
2846,22394,Old Glory,19.95,Party
2848,84921,MoYo Natural Labs,99.99,Clothing
2849,21367,Mightyskins,14.99,Video
2850,22391,Ekena Millwork,146.4,Home
2851,23024,Ekena Milwork,55.44,Home
2853,23507,Ishow Hair,170.52,Beauty
2854,20760,MusicBoxAttic,215.99,Home
2855,85135C,MusicBoxAttic,38.99,Office
2856,20761,Huetron,34.99,Electronics
2857,21632,Eye Buy Express,43.99,Health
2858,90199C,Eye Buy Express,19.21,Health
2859,17109D,Eye Buy Express,34.99,Health
2860,90163B,Ply Gem,125.63,Home
2861,23420,Mightyskins,8.99,Cell
2862,84548,Eye Buy Express,42.99,Health
2863,23027,OPI,8.99,Premium
2864,85017C,MusicBoxAttic,83.99,Office
2865,23549,Mightyskins,9.99,Video
2866,90214L,SignFever,12.99,Home
2867,90166,JustVH,9.69,Clothing
2868,23151,DJI,6.99,Electronics
2869,21357,Style and Apply,29.95,Home
2870,79163,Mightyskins,14.99,Electronics
2872,84915,ROHL,653.0,Home
2873,21504,Eddie Bauer,35.0,Clothing
2874,90003C,American Imaginations,309.4,Home
2875,84971l,Insten,5.24,Cell
2876,21638,Mightyskins,17.99,Electronics
2877,20698,Unik Occasions,24.98,Food
2878,22444,MusicBoxAttic,215.99,Home
2879,84952B,DipWell,8.97,Beauty
2880,20901,Mightyskins,15.99,Electronics
2881,84247N,2Bhip,37.49,Clothing
2882,44235,COLGATE,153.29,Personal
2883,21398,MusicBoxAttic,215.99,Home
2884,21191,Eye Buy Express,34.99,Health
2885,16008,Skylinewears,35.99,Clothing
2886,23042,Mightyskins,19.99,Electronics
2887,79149B,Eye Buy Express,37.99,Health
2888,90187B,Casual Nights,23.99,Clothing
2889,90129C,Mightyskins,23.99,Electronics
2890,23219,Omega,26.99,Home
2891,21018,Mightyskins,19.99,Electronics
2892,84827,Eye Buy Express,28.99,Health
2893,23455,Brand,69.0,Clothing
2894,90162C,Mightyskins,19.99,Electronics
2895,22656,Eye Buy Express,27.99,Health
2896,35968,Augusta Sportswear,13.44,Clothing
2897,85017A,New Way,12.09,Clothing
2899,90214O,Rialto,31.99,Clothing
2900,84800L,Professor of Comparative Studies William C Chittick,31.95,Books
2901,84576,Ralph Lauren,68.17,Beauty
2902,23481,Mightyskins,9.99,Electronics
2903,62018,Mightyskins,17.99,Electronics
2904,84803B,Mightyskins,9.99,Home
2905,35637A,Shirtinvaders,53.33,Clothing
2906,90185C,Boss (hub),180.09,Health
2907,90214K,Eye Buy Express,32.99,Health
2908,90200A,Eye Buy Express,19.99,Health
2910,79144B,Eye Buy Express,34.99,Health
2911,23429,Prop?t,76.95,Clothing
2912,DCGS0070,Mightyskins,5.99,Electronics
2913,84313B,Mightyskins,64.99,Sports
2914,35653,Inktastic,12.99,Clothing
2915,35649,Eye Buy Express,19.99,Health
2916,17091A,Mightyskins,6.99,Cell
2917,22257,Holloway,8.99,Clothing
2918,gift_0001_10,Safety 1st,2.99,Baby
2919,90019C,Mightyskins,19.99,Electronics
2920,23575,Eye Buy Express,19.22,Health
2921,23574,MusicBoxAttic,240.99,Jewelry
2922,84507C,Heepo,7.92,Health
2923,84816,Value Brand,41.2,Office
2924,84551,Augusta Sportswear,13.44,Clothing
2925,84865,Unik Occasions,33.98,Food
2926,22871,Edwards,30.1,Clothing
2927,22034,Gerber,13.97,Clothing
2928,84625C,Hawaii Pharm LLC,19.95,Health
2929,22707,Edwards,31.33,Clothing
2930,10120,Vanity Fair,13.94,Clothing
2931,90195A,K-Kraft,8.95,Party
2932,90182B,Eye Buy Express,19.21,Health
2934,84631,generic,45.97,Electronics
2935,90122A,Ekena Milwork,123.71,Home
2936,90188,Mightyskins,15.99,Electronics
2937,90010B,Eye Buy Express,33.99,Health
2939,85040B,Mightyskins,23.99,Electronics
2941,23046,Baldwin,137.0,Home
2942,23477,Frame USA,45.27,Food
2943,21576,Eye Buy Express,32.99,Health
2944,44234,Precious Stone,2942.9,Jewelry
2945,90059D,Mightyskins,79.99,Electronics
2946,90214S,Urbane,21.49,Clothing
2947,90129A,Eye Buy Express,28.99,Health
2948,23518,Mightyskins,19.99,Electronics
2949,21465,Sport-Tek,10.58,Clothing
2950,46126A,SA106,12.95,Health
2951,23179,Style & Apply,19.95,Home
2952,22559,Harriton,14.57,Clothing
2953,23634,Holbein,17.37,Arts
2954,23532,MusicBoxAttic,240.99,Home
2955,44092C,Mightyskins,14.99,Electronics
2956,22486,Ekena Milwork,55.44,Home
2957,21197,Mightyskins,5.99,Electronics
2958,90200B,Port & Company,17.7,Clothing
2959,21822,MusicBoxAttic,38.99,Office
2960,90082B,Ron's Optical,11.99,Health
2961,21738,Eye Buy Express,22.99,Health
2963,23149,Mightyskins,8.99,Video
2964,84597C,Mightyskins,23.99,Electronics
2965,16162L,Eye Buy Express,25.99,Health
2966,85018D,Mightyskins,23.99,Electronics
2967,90202D,UNOTUX,51.99,Clothing
2968,22263,Eye Buy Express,18.99,Health
2969,23099,Envelopes.com,28.11,Office
2970,85208,Eye Buy Express,43.99,Health
2971,84876D,SHORE TRENDZ,23.98,Clothing
2972,90214Z,Mightyskins,11.99,Electronics
2973,90177E,Business Essentials,40.92,Office
2974,21332,Mightyskins,23.99,Electronics
2975,85173,Mightyskins,8.99,Video
2976,23468,CHOSEN SUPPLIES,32.51,Household
2977,21693,Eye Buy Express,23.99,Health
2978,85130A,Hawaii Pharm LLC,599.0,Health
2979,84877B,Style & Apply,49.95,Home
2980,90016B,Gomadic,41.9,Office
2982,21316,Style & Apply,69.95,Home
2983,72821,Mightyskins,17.99,Electronics
2984,35598A,Style and Apply,19.95,Home
2985,90038A,Unik Occasions,26.98,Food
2986,22881,Mightyskins,6.99,Cell
2988,21270,Mightyskins,9.99,Electronics
2989,90182C,European Body Art,77.0,Arts
2990,21000,Eye Buy Express,23.18,Health
2991,20774,Galaxy by Harvic,11.97,Clothing
2992,90174,Mightyskins,34.99,Sports
2993,72815,Aio Team,6.99,Books
2994,47518F,Mightyskins,12.99,Electronics
2995,84843,Lutema,138.38,Office
2996,20769,Seifelden Refurbished,18.25,Electronics
2997,20869,Rialto,31.99,Clothing
2998,21386,365 Printing,29.99,Pets
2999,85028S,Mightyskins,14.99,Video
3000,79164,MusicBoxAttic,93.99,Office
3002,21277,Mightyskins,79.99,Sports
3003,90164A,Duda Energy,129.6,Home
3004,90214E,MusicBoxAttic,38.99,Office
3005,23428,Eye Buy Express,18.99,Health
3006,20748,Teeblox,39.99,Clothing
3007,47013A,Awkward Styles,33.95,Clothing
3008,85136C,A4 Drop Ship,8.62,Clothing
3009,21826,Eye Buy Express,36.99,Health
3010,20868,Eye Buy Express,23.99,Health
3011,90014A,Eddie Bauer,85.0,Clothing
3012,84846A,Style and Apply,49.95,Home
3013,90016A,EZAUTOWRAP,24.09,Auto
3014,21352,Q.M.I.,2.58,Home
3015,84231,Maevn,55.99,Clothing
3016,90214B,DJI,6.99,Electronics
3017,85045,Mightyskins,6.99,Electronics
3018,84507B,Mightyskins,9.99,Electronics
3019,47420,Prop?t,76.95,Clothing
3020,51020B,Eye Buy Express,25.99,Health
3022,23517,Shirtinvaders,53.33,Clothing
3023,16207A,Mightyskins,14.99,Electronics
3024,21281,Urbane,21.49,Clothing
3025,84952C,Seat Belt Extender Pros,15.89,Auto
3026,90175C,CHOSEN SUPPLIES,40.85,Household
3027,90143,Mightyskins,23.99,Electronics
3028,85098B,Harriton,13.85,Clothing
3029,21743,CVA,32.45,Sports
3030,84842,Mightyskins,23.99,Electronics
3031,84926A,Eye Buy Express,19.21,Health
3032,84968B,Edwards,30.1,Clothing
3033,90130C,Eye Buy Express,37.99,Health
3034,84706F,Eye Buy Express,42.99,Health
3035,21369,Sculpey,1.56,Toys
3036,21031,Itsaskin,9.95,Electronics
3037,90124B,Ekena Milwork,180.66,Home
3038,90125D,Transition Networks,22144.55,Auto
3039,90118,Sport-Tek,9.13,Clothing
3040,20826,Port & Company,15.16,Clothing
3041,85194L,Prop?t,76.95,Clothing
3042,47351B,Springhill,36.06,Office
3043,20781,Mightyskins,19.99,Electronics
3044,90058B,KBETHOS,9.99,Sports
3045,37343,Santa's Workshop,36.99,Home
3046,16169M,Harriton,14.57,Clothing
3047,79331,Girl12Queen,7.06,Pets
3048,62095B,MusicBoxAttic,38.99,Office
3049,90059B,Darby Home Co,170.64,Office
3050,85230E,Klarus,59.95,Office
3051,81950B,Mightyskins,22.99,Electronics
3053,72127,Mightyskins,46.64,Electronics
3054,21690,Milani,52.69,Beauty
3055,23632,Style & Apply,19.95,Home
3056,22145,Unique Industries,4.99,Party
3057,23611,Buckle-Down,34.99,Pets
3058,84422,Eye Buy Express,34.99,Health
3059,84666,Mightyskins,14.99,Home
3060,90065B,Owlpack,5.39,Office
3061,90000D,Ekena Millwork,209.57,Home
3062,72131,Medi,62.38,Health
3063,84629,SA106,12.95,Health
3064,21769,Style and Apply,49.95,Home
3065,23459,Dr. Comfort,139.0,Clothing
3066,84800S,Mightyskins,23.99,Electronics
3067,84820,Mightyskins,11.99,Electronics
3068,21836,Ekena Milwork,123.36,Home
3069,21631,Mightyskins,23.99,Electronics
3070,22823,Prop?t,76.95,Clothing
3071,21349,Sterilite,199.99,Office
3072,90214I,Hard Core Brands,9.09,Pets
3073,44089A,Eye Buy Express,42.99,Health
3074,90158,Dr. Comfort,139.0,Clothing
3075,85205B,Richard L Peterson,40.8,Books
3076,84926E,UNOTUX,36.99,Clothing
3077,22869,Njjex,6.98,Cell
3078,84313C,Eye Buy Express,25.99,Health
3079,84847,Prop?t,76.95,Clothing
3080,90200C,UNOTUX,46.99,Clothing
3081,90214H,Eye Buy Express,27.99,Health
3083,21750,Japonesque,36.99,Beauty
3084,90010A,Urbane,21.49,Clothing
3085,18007,Eye Buy Express,23.99,Health
3086,DCGSSBOY,Edwards,31.33,Clothing
3087,84824,Style & Apply,39.95,Home
3088,21442,MusicBoxAttic,240.99,Jewelry
3089,90116,MusicBoxAttic,240.99,Jewelry
3090,90211A,Edwards,29.62,Clothing
3091,22459,Blue Chip Unlimited,99.98,Jewelry
3092,20860,Mightyskins,19.99,Electronics
3093,23601,Mightyskins,9.99,Home
3094,23562,Note Card Cafe,9.99,Arts
3095,21634,Ply Gem,98.63,Home
3096,85198,LNKOO,35.89,Electronics
3097,23603,Mightyskins,9.99,Home
3098,90198B,Jillson & Roberts,50.5,Party
3099,85019C,SIGVARIS,131.95,Health
3100,90108,Allied Brass,198.0,Home
3101,35810B,allwitty,14.99,Clothing
3102,21375,Eye Buy Express,19.99,Health
3103,90159,Business Essentials,26.84,Office
3104,90144,Honeywell,51.34,Office
3105,DCGS0067,SIGVARIS,131.95,Health
3106,90000A,MichaelElectronics2,3248.7,Electronics
3107,85216,Style and Apply,69.95,Home
3108,90059F,Fabrication Enterprises,6.48,Health
3109,90018B,Mightyskins,19.99,Electronics
3110,71496A,Ribbon Bazaar,15.43,Party
3111,23597,Hawaii Pharm LLC,149.95,Health
3112,35004G,Duda Energy,73.85,Home
3113,90210D,Envelopes.com,351.94,Party
3114,90059A,Ron's Optical,11.99,Health
3115,90019B,Mightyskins,14.99,Electronics
3116,85119,Mightyskins,9.99,Video
3117,84725,Eye Buy Express,23.99,Health
3118,79157V,A4 Drop Ship,8.62,Clothing
3119,85160A,Envelopes.com,194.94,Party
3120,85232A,Eye Buy Express,41.99,Health
3121,79337,Ekena Millwork,167.99,Home
3123,35607A,Ekena Millwork,148.69,Home
3124,90040C,AARCO,665.2,Office
3125,21488,Eye Buy Express,23.99,Health
3126,90184A,Awkward Styles,37.95,Clothing
3127,23636,Puppia,22.99,Pets
3128,90206A,MusicBoxAttic,215.99,Home
3129,22764,Duda Energy,34.5,Home
3130,84508C,Port & Company,15.16,Clothing
3131,90214M,Brand,28.98,Clothing
3132,22458,Ambiant,299.95,Home
3133,84531A,Disney,18.13,Clothing
3134,47341B,Mightyskins,6.99,Cell
3135,90169,Made by Johnny,14.95,Clothing
3136,20836,JustVH,9.69,Clothing
3137,17164B,Boss (hub),144.26,Health
3138,23492,Ekena Millwork,155.0,Home
3139,20827,Maxessory,14.99,Cell
3140,85188B,BASTENS,19.99,Electronics
3142,90131,Mightyskins,14.99,Electronics
3143,21187,Eye Buy Express,42.99,Health
3144,17011F,Mightyskins,23.99,Electronics
3145,21645,Eye Buy Express,36.99,Health
3146,85125,TrekCases,11.94,Cell
3147,22877,Ekena Millwork,86.39,Home
3148,84358,Envelopes.com,421.95,Office
3149,35815P,Winston Porter,159.99,Party
3150,23045,Createx,17.55,Beauty
3151,90010E,Eye Buy Express,23.99,Health
3152,DCGS0069,UNOTUX,51.99,Clothing
3153,22887,Eye Buy Express,30.99,Health
3154,23072,DJI,24.99,Electronics
3155,79030D,Eye Buy Express,38.99,Health
3156,84600,Elegant Comfort,15.99,Home
3157,82011A,Mightyskins,6.99,Cell
3158,79323W,Nostalgic Warehouse,190.0,Home
3159,90039D,Eye Buy Express,40.99,Health
3160,85200,Ekena Millwork,200.45,Home
3161,90065A,Mightyskins,12.99,Electronics
3162,90081A,Boss (hub),63.06,Health
3163,21117,MusicBoxAttic,38.99,Office
3166,35921,Mightyskins,9.99,Electronics
3167,90120D,Eye Buy Express,34.99,Health
3168,84688,Buckle-Down,29.99,Pets
3169,47343A,Mightyskins,9.99,Electronics
3170,90125C,Urbane,21.49,Clothing
3171,17012E,DJI,24.99,Electronics
3172,23038,Ekena Millwork,107.44,Home
3173,84661C,Gomadic,41.9,Office
3175,75131,Ribbon Bazaar,15.43,Party
3176,90205A,MusicBoxAttic,240.99,Jewelry
3177,84761,Mightyskins,14.99,Electronics
3178,90030A,AAR,39.65,Patio
3179,90125A,CafePress,28.99,Clothing
3180,23598,New Way,16.49,Clothing
3181,85084,Ekena Milwork,65.42,Home
3182,90149,Eye Buy Express,19.99,Health
3183,23019,Keyscaper,29.99,Cell
3184,85135A,Zoan,164.44,Auto
3185,84711B,Eye Buy Express,37.99,Health
3187,79071B,Graphics and More,6.99,Office
3188,21393,Mightyskins,9.99,Home
3189,85215,DC,29.99,Pets
3190,21269,My Sign Center,9.97,Home
3191,22395,Urbane,21.49,Clothing
3192,21364,Mightyskins,8.99,Video
3193,90091,Heepo,8.92,Baby
3194,21319,Old Glory,23.95,Clothing
3195,90123D,MusicBoxAttic,38.99,Office
3196,22157,AR35,42.99,Clothing
3197,90003D,Prop?t,69.95,Clothing
3199,90002D,Prop?t,74.95,Clothing
3200,22770,Milani,10.47,Beauty
3201,23023,Ekena Millwork,276.25,Home
3202,35909A,Mightyskins,17.99,Electronics
3203,23472,Style & Apply,19.95,Home
3204,72801G,MusicBoxAttic,38.99,Office
3205,23607,prism kite technology,150.77,Toys
3206,20848,Mightyskins,29.99,Electronics
3207,21910,Urbane,21.49,Clothing
3208,23626,Mightyskins,23.99,Electronics
3209,90026D,Channel Vision,219.16,Office
3210,21667,Eddie Bauer,85.0,Clothing
3211,22415,Ekena Milwork,173.71,Home
3212,20960,MusicBoxAttic,38.99,Office
3213,85189,MusicBoxAttic,215.99,Home
3214,23544,Sport-Tek,9.13,Clothing
3215,84251C,Eye Buy Express,27.99,Health
3216,44091A,Eye Buy Express,43.99,Health
3217,21847,Mightyskins,6.99,Cell
3218,22879,Mightyskins,9.99,Electronics
3219,90145,4Legs4Pets by Mahar,68.82,Pets
3220,22288,Style and Apply,69.95,Home
3221,23055,Superior,29.04,Home
3222,90199B,Mightyskins,5.99,Electronics
3223,21661,Style & Apply,19.95,Home
3224,84360,Omega Products Corporation,21.99,Home
3225,90185D,Rialto,55.0,Clothing
3226,20759,Clarins,60.38,Beauty
3227,84870C,Mightyskins,6.99,Cell
3228,23640,Eye Buy Express,43.99,Health
3229,37444A,Eye Buy Express,38.99,Health
3230,16202E,DOCO,14.56,Pets
3231,84679,Seat Belt Extender Pros,15.89,Auto
3232,22390,Zoan,164.44,Auto
3233,23614,Ambiant,349.95,Home
3234,47348A,MusicBoxAttic,93.99,Office
3235,35832,Razac Hand & Body Lotion 16 Oz,26.95,Personal
3236,90033,Mightyskins,9.99,Video
3237,85020,OPI,8.99,Premium
3238,90019A,Mightyskins,23.99,Electronics
3239,21785,Mightyskins,9.99,Electronics
3240,23578,Ekena Milwork,141.43,Home
3241,84882,Mightyskins,9.99,Electronics
3242,82615,Mightyskins,8.99,Video
3243,90089,Mightyskins,14.99,Electronics
3244,90141A,Sorbus,62.99,Beauty
3245,23484,Apex,129.0,Clothing
3246,21095,Ekena Millwork,55.44,Home
3247,84569B,Hawaii Pharm LLC,34.95,Health
3249,21028,Ekena Millwork,152.15,Home
3250,21637,KBETHOS,9.99,Sports
3251,84575A,Envelopes.com,33.95,Party
3252,90165B,Ekena Milwork,67.76,Home
3253,21376,Mightyskins,7.99,Electronics
3254,21720,Mightyskins,9.99,Electronics
3255,84859B,New Way,29.69,Household
3256,90005A,Ekena Milwork,123.02,Home
3257,90081B,Mightyskins,6.99,Cell
3258,78033,MusicBoxAttic,235.99,Home
3259,72780,Sport-Tek,14.67,Clothing
3260,20894,Beroyal,159.6,Beauty
3261,20821,MusicBoxAttic,240.99,Jewelry
3262,22407,Envelopes.com,73.95,Office
3263,23474,Port & Company,17.7,Clothing
3264,90189A,MusicBoxAttic,300.99,Jewelry
3265,21562,Mightyskins,6.99,Electronics
3266,85129C,Mightyskins,7.99,Electronics
3267,85027L,Duda Energy,31.05,Home
3268,21413,Urbane,23.49,Clothing
3269,85118,Ekena Milwork,144.11,Home
3270,DCGS0074,Casual Nights,21.99,Clothing
3271,47021G,Lion Brand,18.66,Arts
3272,20818,Eye Buy Express,24.99,Health
3273,35638A,DazzlingRock,1334.4,Jewelry
3274,84462,Awkward Styles,23.95,Clothing
3275,84192,CHOSEN SUPPLIES,84.69,Office
3276,90125E,Omega,21.99,Home
3277,84723,Motorcraft,4.87,Auto
3278,23557,Mightyskins,23.99,Electronics
3279,17090A,Eye Buy Express,37.99,Health
3280,22655,Mightyskins,12.99,Electronics
3281,35910A,Eye Buy Express,42.99,Health
3282,90160C,McKesson,30.51,Beauty
3283,23638,Edwards,36.12,Clothing
3284,21418,UNOTUX,56.99,Clothing
3285,20819,Mightyskins,23.99,Electronics
3286,90214W,Mightyskins,8.99,Electronics
3287,22146,Mightyskins,14.99,Electronics
3288,17136A,Ekena Milwork,106.86,Home
3289,84226,Port Authority,11.18,Clothing
3290,21457,Ply Gem,58.63,Home
3291,23610,Medi,87.98,Health
3292,90183C,Rialto,55.0,Clothing
3293,90024B,Style and Apply,69.95,Home
3294,72140F,Prop?t,118.53,Clothing
3295,21344,Duda Energy,6.5,Home
3296,21331,Edwards,30.85,Clothing
3297,23537,Eye Buy Express,36.99,Health
3298,DCGS0076,Port & Company,19.14,Clothing
3299,17084J,Eye Buy Express,25.99,Health
3300,21360,New Way,24.19,Clothing
3301,20802,Scruples,13.6,Beauty
3302,23625,Maevn,49.99,Clothing
3303,85026B,Mightyskins,6.99,Cell
3304,16202B,DJI,24.99,Electronics
3305,84798A,Mightyskins,14.99,Home
3306,21806,DJI,6.99,Electronics
3307,84799,LA Choppers,341.95,Auto
3308,22833,Port & Company,15.16,Clothing
3309,20823,Port & Company,18.72,Clothing
3310,90120B,Mightyskins,17.99,Electronics
3311,23608,Mightyskins,14.99,Electronics
3312,90161B,Mightyskins,6.99,Cell
3314,23018,MusicBoxAttic,38.99,Office
3316,79406,Mightyskins,8.99,Video
3317,72140E,Maevn,51.99,Clothing
3318,21821,Universal,19.5,Office
3319,21635,Eye Buy Express,41.99,Health
3320,47369A,DJI,6.99,Electronics
3321,21614,Electriduct,19.99,Auto
3322,35443,Sculpey,4.65,Toys
3323,90122C,Hawaii Pharm LLC,249.95,Health
3324,21228,Ekena Milwork,88.83,Home
3325,90129F,Mightyskins,29.99,Sports
3326,16020C,Mightyskins,23.99,Electronics
3327,90177C,Medi,87.98,Health
3328,16049,Ekena Millwork,97.15,Home
3329,90130A,allwitty,17.99,Clothing
3330,21692,SHORE TRENDZ,23.98,Clothing
3331,23442,Skylinewears,35.99,Clothing
3332,85096,LA Choppers,506.95,Auto
3333,90053,Style and Apply,39.95,Home
3334,20662,Envelopes.com,59.76,Party
3335,90205C,SWE Inc,11.59,Beauty
3336,84007,Eddie Bauer,35.0,Clothing
3337,22039,Urbane,21.49,Clothing
3338,20703,DipWell,8.97,Beauty
3339,72799C,Maevn,49.99,Clothing
3340,90162B,Teeblox,39.99,Clothing
3341,90031,Edwards,30.1,Clothing
3342,21089,UNOTUX,56.99,Clothing
3343,90138,Ron's Optical,11.99,Health
3344,16043,Harriton,13.85,Clothing
3347,22125,Eye Buy Express,25.99,Health
3348,90190B,Port Authority,15.98,Clothing
3349,35598C,Mightyskins,34.99,Sports
3350,85230F,City Shirts,21.9,Clothing
3351,21664,Eye Buy Express,34.99,Health
3352,90069,Eye Buy Express,33.99,Health
3353,90179C,Mirage Pet Products,19.98,Pets
3354,23043,Holloway,8.99,Clothing
3355,90141C,KBETHOS,9.99,Sports
3356,20681,Awkward Styles,33.95,Clothing
3357,90163A,MoYo Natural Labs,59.99,Clothing
3358,35607B,Mightyskins,12.99,Electronics
3359,85092,Fly Racing,109.95,Auto
3360,90177D,StylesILove,19.79,Clothing
3361,90070,Prop?t,34.99,Clothing
3362,90058A,Polar Bear Club,11.47,Music
3363,23430,Mirage Pet Products,16.12,Pets
3364,82011B,Mightyskins,9.99,Home
3365,47586A,Eye Buy Express,36.99,Health
3366,21722,Insten,12.69,Cell
3367,PADS,Business Essentials,26.42,Office
3368,84522,Prop?t,76.95,Clothing
3369,21378,Mightyskins,7.99,Electronics
3370,47589,Auburn Leathercrafters,43.99,Pets
3371,90129D,Port Authority,20.78,Clothing
3372,20997,Eye Buy Express,24.99,Health
3373,23449,Ekena Millwork,126.85,Home
3374,20795,Eye Buy Express,34.99,Health
3375,84875D,Victoria Klein,15.99,Health
3376,16010,Filfeel,12.46,Sports
3378,72709,Eye Buy Express,22.99,Health
3380,85136B,Mightyskins,18.99,Electronics
3381,23617,Style and Apply,54.99,Home
3382,90056,Nostalgic Warehouse,190.0,Home
3383,90038B,MusicBoxAttic,240.99,Jewelry
3384,71495A,Ambiant,49.95,Home
3385,37444C,Lindemann Chimney Supply,55.99,Home
3386,90128D,Elegant Comfort,15.99,Home
3387,90160D,August Grove,112.99,Baby
3388,90175D,Mignova,49.99,Electronics
3389,84388,Ekena Millwork,159.01,Home
3390,90182A,Style and Apply,59.95,Home
3391,84661A,Shirtinvaders,41.33,Clothing
3392,84415B,Packagingsuppliesbymail,51.49,Office
3394,84715,Mightyskins,9.99,Electronics
3395,23216,Apex,116.96,Clothing
3396,84632,Duda Energy,20.6,Home
3397,72812,Style & Apply,69.95,Home
3398,85030,Style & Apply,89.95,Home
3399,20666,Envelopes.com,113.94,Party
3400,90018C,Style and Apply,49.95,Home
3401,21651,Pete the Cat,19.99,Clothing
3402,72133,Mightyskins,6.99,Electronics
3403,21190,Eye Buy Express,40.99,Health
3404,90064A,Mightyskins,14.99,Electronics
3405,90211B,Mightyskins,19.99,Electronics
3406,62074B,Holloway,7.99,Clothing
3407,90074,Ekena Millwork,172.3,Home
3408,23143,Seat Belt Extender Pros,15.89,Auto
3409,90204,Frame USA,77.2,Home
3410,82545A,MusicBoxAttic,38.99,Office
3411,90176A,Ribbon Bazaar,15.43,Party
3412,35958,Prop?t,62.95,Clothing
3413,23447,Seat Belt Extender Pros,15.89,Auto
3414,72781,Mightyskins,23.99,Electronics
3415,22033,Winston Porter,149.99,Party
3416,21816,Edwards,30.1,Clothing
3417,84993B,evolur,274.0,Baby
3418,47344B,Mightyskins,9.99,Home
3419,44236,James Martin Furniture,1360.0,Home
3420,90040A,Becca Cosmetics,43.17,Beauty
3421,90141D,Eye Buy Express,27.99,Health
3422,22875,Ishow Hair,288.92,Beauty
3423,23650,Ekena Milwork,74.21,Home
3424,84806A,Mightyskins,23.99,Electronics
3425,62043B,Style and Apply,54.99,Home
3426,79026B,PMU,69.91,Party
3427,46000P,Eye Buy Express,33.99,Health
3428,85063,DJI,6.99,Electronics
3429,21657,Gearonic,13.29,Cell
3430,90201B,Shirtinvaders,61.33,Clothing
3431,90101,Alfred,10.28,Musical
3432,90083,Holbein,16.65,Arts
3433,21370,Flexible Magnets,21.99,Office
3434,84773,Holbein,17.37,Arts
3435,84809B,ECR4Kids,227.02,Office
3436,84870B,Superior,31.2,Home
3437,90183A,Auburn Leathercrafters,45.94,Pets
3439,84461,Edwards,32.56,Clothing
3440,84206A,Shirtinvaders,39.99,Clothing
3441,90035C,Darby Home Co,552.0,Office
3442,85197,Duda Energy,10.35,Home
3443,72798C,Urbane,21.49,Clothing
3444,84562A,Dave Black,20.99,Musical
3446,90082D,Style & Apply,39.95,Home
3447,20705,Mightyskins,23.99,Electronics
3448,20878,Style & Apply,19.95,Home
3449,23441,Medi,36.78,Health
3450,84924F,Prop?t,76.95,Clothing
3451,35015,Country Brook Design,10.95,Pets
3452,23467,Port Authority,49.58,Clothing
3453,35597A,Mightyskins,6.99,Electronics
3454,84952A,Unique Bargains,18.99,Home
3455,72811,Ekena Milwork,87.39,Home
3456,21547,UNOTUX,36.99,Clothing
3457,79062D,Boosey and Hawkes,50.0,Musical
3458,84539,Mightyskins,9.99,Electronics
3459,90046,Eye Buy Express,29.99,Health
3460,21854,StylesILove,19.79,Clothing
3461,21145,Eye Buy Express,41.99,Health
3462,84854,Victoria Klein,15.99,Health
3463,90179A,Tucker Murphy Pet,34.99,Pets
3464,84617,Eye Buy Express,23.99,Health
3465,23616,Eddie Bauer,54.99,Clothing
3466,84875B,Augusta Sportswear,13.44,Clothing
3467,21681,UNOTUX,36.99,Clothing
3468,22765,Mightyskins,14.99,Video
3469,21777,Prop?t,76.95,Clothing
3470,79336,Envelopes.com,124.05,Office
3471,90024F,Holloway,7.99,Clothing
3472,21392,Tee's Plus,29.95,Clothing
3473,35610C,Port & Company,17.85,Clothing
3474,23645,Ten Day Results,21.77,Health
3476,79192A,Planet Wise,15.95,Baby
3477,72783,Medi,49.58,Health
3478,77079,MusicBoxAttic,38.99,Office
3479,90030C,Mightyskins,6.99,Cell
3480,21414,Mightyskins,5.99,Electronics
3481,90036A,DJI,24.99,Electronics
3482,37461,Eye Buy Express,34.99,Health
3483,78034B,Ekena Millwork,36.96,Home
3484,62094B,Lantern Press,179.99,Home
3485,90092,Ply Gem,66.63,Home
3486,90210B,Business Essentials,62.3,Office
3487,47574B,Eye Buy Express,19.99,Health
3488,21765,Ekena Millwork,276.25,Home
3489,35611B,Mightyskins,34.99,Sports
3490,84251B,Edwards,35.35,Clothing
3491,23595,Mightyskins,19.99,Electronics
3492,84975,Teamson Kids,140.44,Home
3493,35271S,OMNIHIL,12.96,Electronics
3494,90036F,Ekena Milwork,199.11,Home
3495,90141B,Unik Occasions,26.98,Food
